pair_id,tag,band,song,url,desc,category1,category2,source,score,comment
p162,poppin_party__425,poppin_party,DOKI DOKI SCARY,https://youtu.be/T6a3TbucVIk,두려움과 호기심을 안고 미지의 세계를 향한 여정을 떠나는 사람들의 이야기,두려움,호기심,transcript,,
p163,raise_a_suilen__538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),https://youtu.be/JuSc3CMEv34,"분노와 좌절, 무력감을 느끼는 젊은이가 자신의 감정을 표현하고 변화의 필요성을 주장하며 앞으로 나아가는 과정",분노,좌절,transcript,,
p164,roselia__621,roselia,FRONTIER FANTASIA,https://youtu.be/XuxC9WuFZcw,"이 노래는 불굴의 의지와 긍정적인 에너지로 가득 찬 미래를 향해 나아가는 여정을 통해 자기 자신을 찾고, 성장하며, 타인과 함께 하는 소중함을 표현하고 있다.",희망,용기,transcript,,
p165,poppin_party__421,poppin_party,アニバーサリー,https://youtu.be/0TYq4xK3G8g,이 곡은 과거의 소중한 추억을 떠올리며 미래를 향해 나아가는 희망과 감사의 마음을 표현하고 있다.,희망,추억,transcript,,
p166,hello_happy_world__126,hello_happy_world,おもいでイルミネーション,https://youtu.be/ZC84bEuG6AA,새해를 맞아 설렘과 사랑으로 가득한 행복을 함께 나누며 감사와 희망을 전하는 노래이다.,희망,행복,transcript,,
p167,poppin_party__400,poppin_party,Hello! Wink!,https://youtu.be/BduVH7BZj2k,이 곡은 주인공이 특별한 밤을 즐기며 자신의 욕망을 실현하고 자유로워지고자 하는 열망을 표현하고 있다.,자유,환상,transcript,,
p168,poppin_party__417,poppin_party,切ないSandglass,https://youtu.be/W_W3LnZJApA,"이 곡은 시간의 흐름과 계절의 변화를 통해 청춘의 덧없음과 아름다움을 표현하며, 누군가를 그리워하고 함께하고 싶은 마음을 노래한다.",그리움,청춘,transcript,,
p169,hello_happy_world__166,hello_happy_world,回レ！雪月花 (Cover),https://youtu.be/h_gwUH2JlIA,"끝없는 축제와 무대 위에서 혼돈과 환희가 뒤섞이며, 시간과 현실을 초월해 자유롭게 춤추는 인간들의 열정이 흐른다.",환희,혼돈,transcript,,
p170,hello_happy_world__134,hello_happy_world,エクストラ・マジック・アワー,https://youtu.be/kRQTnmIO5Jw,"새로운 만남과 작은 변화가 퍼즐처럼 맞춰지며, 서로의 존재가 세상을 밝히는 마법 같은 성장과 희망을 그린다.",희망,성장,transcript,,
p171,hello_happy_world__164,hello_happy_world,エイリアンエイリアン (Cover),https://youtu.be/KzkHYPBh0lg,두 사람은 서로를 외계 존재처럼 느끼며 혼란스러운 감정 속에서 깊은 사랑과 갈망을 나눈다.,갈망,혼돈,transcript,,
p172,poppin_party__452,poppin_party,Freedom,https://youtu.be/oy6OCnr9eAg,자유와 성장을 추구하며 어려움을 극복하고 새로운 가능성을 향해 나아가는 과정에서의 설렘과 희망을 노래한다.,희망,자유,transcript,,
p173,afterglow__061,afterglow,Redo (Cover),https://youtu.be/Q5ld_AEJAWw,과거의 기억과 약속을 지키며 앞으로 나아가는 의지와 결심이 담긴 노래이다.,결심,약속,transcript,,
p174,poppin_party__448,poppin_party,どきどきデエト,https://youtu.be/sk7nYFsnLto,"설렘과 행복이 가득한 두 사람의 데이트와 사랑을 노래하며, 미래의 약속과 추억을 쌓아가는 과정을 표현하고 있다.",설렘,행복,transcript,,
p175,hello_happy_world__131,hello_happy_world,ひまわりの約束,https://youtu.be/WC3paFpeKTo,그는 눈물 흘리는 연인을 위로하고 함께 성장하며 진정한 행복을 찾아 나아가는 따뜻한 사랑과 희망을 전한다.,따뜻함,희망,transcript,,
p176,poppin_party__378,poppin_party,ティアドロップス,https://youtu.be/lOE3DB6Ur4A,좌절과 희망 사이를 오가는 청춘의 복잡한 감정이 뒤얽힌 성장의 서사를 노래한다.,불안,희망,transcript,,
p177,pastel_palettes__332,pastel_palettes,SAKURAスキップ,https://youtu.be/DxUyKQwPeWU,"이 곡은 혼자가 아닌 함께하는 희망과 성장을 노래하며, 두려움을 극복하고 미래의 가능성에 기대를 걸며 긍정적인 에너지를 추구하는 여정을 담고 있다.",희망,성장,transcript,,
p178,mygo__295,mygo,過去を喰らう (Cover),https://youtu.be/ZwDx3We2qL8,잊힌 사랑과 상처를 안고 과거를 되돌아보며 존재의 의미를 찾으려는 절절한 갈망과 슬픔이 뒤섞인 이야기.,그리움,절망,transcript,,
p179,hello_happy_world__127,hello_happy_world,おもいやりハーモニー,https://youtu.be/tMlaNbpRmSE,그 사람에 대한 깊은 사랑과 감사가 미래를 향한 희망과 용기로 이어지는 이야기이다.,감사,희망,transcript,,
p180,morfonica__204,morfonica,Tempest,https://youtu.be/OWTf5lEPT_g,절망과 상처 속에서 자신을 되찾아 자유와 새로운 시작을 향해 나아가는 갈망과 결단을 담은 이야기이다.,희망,해방,transcript,,
p181,mygo__285,mygo,残痕字,https://youtu.be/lfDO7bvUtn8,"과거의 죄와 상처를 지우려 애쓰며 스스로를 용서하지 못하던 주인공이, 고통을 마주하고 받아들여 점차 성장해 나가는 과정이다.",죄책감,희망,transcript,,
p182,pastel_palettes__340,pastel_palettes,With〜きみとわたしたちの物語〜,https://youtu.be/zjMWXcNc8Uw,"이 곡은 끊임없는 도전과 성장을 통해 함께 걸어온 과거를 돌아보고, 미래에 대한 희망과 감사를 표현하며, 포기하지 않고 꿈을 향해 나아가는 이야기를 전한다.",희망,감사,transcript,,
p183,raise_a_suilen__496,raise_a_suilen,Takin’ my Heart,https://youtu.be/ikck11yNDxg,상처받은 자신을 감추고 거짓된 삶을 이어가던 주인공이 진정한 자신의 감정을 깨닫고 앞으로 나아가려는 내적 갈등과 성장을 표현한다.,고뇌,허탈,transcript,,
p184,hello_happy_world__172,hello_happy_world,ウィーアー！ (Cover),https://youtu.be/0p2o3wLQcNM,꿈을 모아 모험을 떠나는 주인공이 어려움을 기회로 삼아 친구와 함께 앞으로 나아간다.,희망,우정,transcript,,
p185,hello_happy_world__116,hello_happy_world,にこにこねくと！,https://youtu.be/B0AssN_z5gU,"따뜻한 마음과 감사의 감정이 가득한 노래로, 상대방에게 받은 사랑과 행복이 주는 기쁨과 감사를 표현한다.",기쁨,사랑,transcript,,
p186,roselia__642,roselia,六兆年と一夜物語 (Cover),https://youtu.be/xnlJkmRhi3Q,"이 노래는 이름도 없는 시대의 작은 마을에서 태어난 소년이 바다의 괴물의 자식으로 태어나서 벌을 받고, 고통과 외로움을 느끼지만, 어느 소녀를 만나서 함께 도피하고 탈출하려는 이야기이다.",외로움,절망,transcript,,
p187,pastel_palettes__368,pastel_palettes,ハッピーシンセサイザ (Cover),https://youtu.be/AD3WCMhAGVs,"이 곡은 과거의 아픈 기억과 사랑을 그리며, 진솔한 감정을 전자음으로 전달하고, 상처받은 마음을 달래주는 희망과 위로의 메시지를 전한다.",향수,위로,transcript,,
p188,hello_happy_world__109,hello_happy_world,えがお･シング･あ･ソング,https://youtu.be/B-I2KAxGKD8,"이 노래는 밝고 행복한 분위기로 가득 차 있으며, 모두가 함께 즐기고 행복한 감정을 나누는 것을 강조한다.",행복,기쁨,transcript,,
p189,hello_happy_world__143,hello_happy_world,キミを れっつ・はぶ・ふぁん♪,https://youtu.be/2CnDHPhRVyQ,현재 순간을 온전히 즐기며 자신을 믿고 무한한 가능성을 향해 나아가는 활기찬 격려의 메시지,희망,열정,transcript,,
p190,poppin_party__415,poppin_party,キミにもらったもの,https://youtu.be/gu85qKfXfj8,"이 곡은 자신감 부족과 외로움 속에서 누군가의 지지와 사랑을 통해 성장하고, 그 사랑과 지지가 가져다주는 감동과 열정을 노래한다.",감동,사랑,transcript,,
p191,hello_happy_world__171,hello_happy_world,ようこそジャパリパークへ (Cover),https://youtu.be/p0It2jRsdtw,새로운 만남과 자유로운 어울림 속에서 즐거움과 사랑을 나누는 활기찬 여정,희망,우정,transcript,,
p192,mygo__262,mygo,碧天伴走,https://youtu.be/S7S4gUjXKjo,힘들고 어려운 상황에서도 서로를 지지하고 응원하며 함께 살아가는 것의 중요성을 강조하는 노래이다.,응원,지지,transcript,5,좋은 묘사. 원문 가사에서도 그런 것이 보임.
p193,poppin_party__396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,https://youtu.be/kj5orLd_XnA,"이 노래는 사랑과 용기를 잃어버렸던 과거를 뒤로하고, 이제는 함께 달리고 싶다는 바람을 노래하며, 희망과 구원의 메시지를 전달한다.",희망,사랑,transcript,,
p194,pastel_palettes__369,pastel_palettes,春擬き (Cover),https://youtu.be/LuBJ_pjwIXk,"이 곡은 불완전한 현실과 이상 사이의 괴리에 대한 자각과 좌절, 그리고 그 속에서 진정성 있는 가치를 찾아가는 서사를 그리고 있다.",좌절,진정성,transcript,,
p195,poppin_party__472,poppin_party,メランコリック (Cover),https://youtu.be/7X1NMdaFLiw,이 곡은 자신과 다른 이의 감정과 마음을 제대로 파악하지 못해 상실감과 불안감을 느끼는 서운한 이별의 감정을 노래한다.,상실,불안,transcript,,
p196,poppin_party__420,poppin_party,SAKURA MEMORIES,https://youtu.be/lQF_5FOrl7k,이 곡은 인생의 순간들을 소중히 여기고 과거와 현재를 연결하며 미래에 대한 희망과 감사의 감정을 표현하고 있다.,희망,감사,transcript,,
p197,hello_happy_world__147,hello_happy_world,とーくとぅみー・とーくとぅゆー,https://youtu.be/7HxPLgP9AEo,"서로에게 진심을 전하고 함께 성장하며, 어려움 속에서도 믿음과 감사로 앞으로 나아가려는 마음",희망,신뢰,transcript,,
p198,poppin_party__392,poppin_party,最高(さあ行こう)！,https://youtu.be/w5jX2B8W6l8,"이 곡은 두 사람이 협력하여 새로운 도전을 시작하고, 함께 성장하며, 무한한 가능성을 추구하는 과정을 통해 운명적인 연결을 느끼는 이야기를 전달합니다.",성장,도전,transcript,,
p199,raise_a_suilen__564,raise_a_suilen,神っぽいな (Cover),https://youtu.be/J1pFz1b08f8,"이 곡은 모방과 우월감에 대한 이야기로, 화자는 자신과 타인의 유사성을 조롱하며, 타인의 우월감과 자신에 대한 멸시를 표현하면서도 동시에 질투와 동경을 느낀다.",조롱,동경,transcript,,
p200,afterglow__031,afterglow,青い栞,https://youtu.be/bzJW33heiqw,"두 사람이 서로를 향한 마음을 가지고 있지만, 아직 서로에게 말하지 못하고 있는 상황을 표현한 노래로, 두 사람의 감정과 상황이 복雑하게 얽혀있다.",사랑,불확실성,transcript,,
p201,afterglow__051,afterglow,ロキ (Cover),https://youtu.be/i-3KO5JZOoA,"이 곡은 꿈과 현실의 괴리, 그리고 자신의 정체성과 목표를 찾는 과정에서 느끼는 혼란과 불안을 표현하며, 이를 통해 살아남기 위해 자신을 증명하고 인정받으려는 열망을 담고 있다.",불안,열망,transcript,,
p202,roselia__653,roselia,深愛 (Cover),https://youtu.be/MOVw2hYsZcg,"이 곡은 두 사람이 서로를 그리워하며 영원한 약속을 떠올리고, 함께하지 못했던 시간들을 아쉬워하며, 다시 만날 수 있기를 바라는 마음을 표현한다.",그리움,희망,transcript,,
p203,poppin_party__445,poppin_party,Drive Your Heart,https://youtu.be/3qwN9R7er9Y,"이 곡은 과거의 두려움과 자신을 가린 현실을 극복하고, 소중한 사람과 함께 꿈을 향해 달려가는 성장과 희망의 이야기로, 자유와 열정을 핵심 감정으로 한다.",열정,자유,transcript,,
p204,pastel_palettes__304,pastel_palettes,もういちど ルミナス,https://youtu.be/674OQz-V6b0,"지친 마음 속에서도 희망의 빛을 믿으며, 포기하지 않고 다시 일어나 새로운 길을 향해 나아가는 결심을 다진다.",희망,용기,transcript,,
p205,afterglow__029,afterglow,Reach Out To The Truth,https://youtu.be/ufMWpo-RKpQ,"이 곡은 자유와 평화를 찾는 여정에서 겪는 혼란과 방황, 그리고 사랑과 구원을 향한 갈망을 표현한다.",자유,구원,transcript,,
p206,poppin_party__436,poppin_party,キミが始まる！,https://youtu.be/tjFia-3Se94,새로운 시작을 두려워하지 않고 용기를 내어 미래를 향해 나아가는 여정을 노래하는 곡이다.,희망,용기,transcript,,
p207,morfonica__180,morfonica,Daylight -デイライト-,https://youtu.be/oT-B-uUUG28,불안과 불확실한 미래 속에서 변화를 갈망하며 희망을 찾고자 하는 마음이 담겨있다.,불안,희망,transcript,2,위와 비슷한 이유. 묘사는 좋으나 키워드의 순서가 반대가 됨.
p208,pastel_palettes__355,pastel_palettes,可愛くてごめん (Cover),https://youtu.be/rUHSBpc0bII,"이 곡은 자신을 사랑하고 즐기며 살아가는 것에 대한 자부심과, 그런 자신을 비난하는 타인에 대한 반항심을 표현하고 있다.",자부심,반항심,transcript,,
p209,poppin_party__412,poppin_party,1000回潤んだ空,https://youtu.be/b-ZAiNOYtE0,"이 곡은 주인공이 진정한 자신을 숨기고 있던 과거를 돌아보고, 진정한 강함과 자신의 감정을 받아들이며 성장해가는 과정을 노래한다.",희망,성장,transcript,,
p210,hello_happy_world__158,hello_happy_world,最高到達点 (Cover),https://youtu.be/8AwnyCo2FF0,과거의 상처를 딛고 약함을 힘으로 삼아 다시 일어나 앞으로 나아가는 결연한 부활의 이야기,희망,강인함,transcript,,
p211,morfonica__183,morfonica,ブルームブルーム,https://youtu.be/ulnZ8yiS7Jg,두려움을 품은 첫 만남이 서로를 믿으며 점차 마음을 열어가며 사랑과 성장으로 피어나는 과정이다.,희망,성장,transcript,,
p212,raise_a_suilen__503,raise_a_suilen,mind of Prominence,https://youtu.be/CmEGhNuz_zs,절망과 억압에서 벗어나기 위해 내면의 힘과 자신감을 발휘하여 어려움을 극복하고 성장하는 과정,절망,승리,transcript,,
p213,poppin_party__430,poppin_party,新しい季節に,https://youtu.be/bqKoweXOY1I,"이 곡은 서로의 감정을 공유하고 이해하며, 함께 새로운 길을 걸어가자는 약속과 그리움을 표현한다.",불안,그리움,transcript,,
p214,poppin_party__487,poppin_party,怪物 (Cover),https://youtu.be/k49-xYTRmyY,"이 곡은 불완전한 세계에서 자신의 정체성과 삶의 의미를 찾아가는 과정에서의 불안과 좌절, 그리고 희망과 긍정적인 메시지를 전달한다.",불안,희망,transcript,,
p215,morfonica__209,morfonica,きょうもMerry go rounD,https://youtu.be/RDhZVoPqL8k,"끝없이 도는 회전목마 같은 삶 속에서 자신을 부정하고 갈등하며, 희망과 절망 사이를 오가며 정체성을 찾아가는 고통스러운 여정이다.",절망,희망,transcript,,
p216,morfonica__229,morfonica,青空のラプソディ (Cover),https://youtu.be/ZK7DbX4BApQ,"주인공은 사랑하는 이와 함께 날아오르며 어려움을 이겨내고, 평화와 희망을 향한 용기와 애틋함을 품는다.",희망,용기,transcript,,
p217,hello_happy_world__150,hello_happy_world,スマイリーキャロル,https://youtu.be/f5aGrmFiDGc,"특별한 겨울날, 사람들은 손을 맞잡고 웃음과 선물을 나누며 따뜻한 행복을 되새긴다.",행복,우정,transcript,,
p218,pastel_palettes__371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),https://youtu.be/ZoMwONgrN_E,"이 곡은 새로운 시작과 성장을 추구하며, 희망과 기쁨을 노래하고, 친구와 함께 즐거운 시간을 보내고 싶은 마음을 표현한다.",희망,기쁨,transcript,,
p219,raise_a_suilen__533,raise_a_suilen,HOWLING AMBITION,https://youtu.be/XYMoaMqyf6s,"이 곡은 자유와 해방을 추구하며, 최고의 자신으로 거듭나고자 하는 욕망과 자신감에 대한 이야기로, 기쁨과 자신감의 감정이 교차하는 서사를 담고 있다.",자유,자신감,transcript,,
p220,millsage__179,millsage,起死開戦,https://youtu.be/bzPxdHmMW3s,과거의 갈등과 고통을 딛고 스스로를 새롭게 색칠하며 앞으로 나아가려는 결심과 희망을 담고 있다.,희망,변화,transcript,,
p221,roselia__614,roselia,PASSIONATE ANTHEM,https://youtu.be/68Gwwqp1DK4,"이 노래는 도전과 경쟁을 통해 성장하고, 서로의 열정과 자부심을 공유하며 어려움을 극복해 나가는 과정을 그리고 있다.",열정,자부심,transcript,,
p222,hello_happy_world__167,hello_happy_world,恋愛裁判 (Cover),https://youtu.be/qTEBfVWtDu4,"사랑과 죄책감이 뒤얽힌 관계 속에서 서로를 재판하듯 갈등하고, 결국 영원히 상대를 지키겠다는 절절한 결심을 담은 곡이다.",죄책감,헌신,transcript,,
p223,morfonica__219,morfonica,QUEEN (Cover),https://youtu.be/_FiExtFisto,주인공은 지루함과 운명에 맞서 사랑과 자유를 찾아 함께 날아오르려는 갈망과 그 끝을 향한 애틋한 슬픔을 품는다.,갈망,슬픔,transcript,,
p224,roselia__634,roselia,Reweave (Cover),https://youtu.be/NOIUNyfVnbI,"이 곡은 인생의 어려움을 극복하고 희망을 찾아가는 과정에서의 개인의 성장과 인연의 중요성을 그리며, 결국에는 미래를 향해 나아가는 메시지를 전한다.",희망,극복,transcript,,
p225,ave_mujica__081,ave_mujica,Choir ‘S’ Choir,https://youtu.be/7llj4mh4L-8,"이 노래는 어두운 분위기와 혼란스러운 감정으로 가득 차 있으며, 내면의 어둠과 외면의 환영 사이에서 방황하는 느낌을 전달한다.",어둠,혼란,transcript,,
p226,roselia__638,roselia,悪魔の子 (Cover),https://youtu.be/kHdgtPHuya8,"이 곡은 전쟁과 폭력으로 물든 세계에서 각자가 믿는 가치를 위해 희생을 감내해야 하는 상황에 대한 고뇌와, 그러한 상황에서도 사랑과 믿음을 잃지 않으려는 의지를 표현하고 있다.",절망,사랑,transcript,,
p227,afterglow__018,afterglow,Jamboree!Journey!,https://youtu.be/UEBaKDkey40,"이 노래는 친구와 함께 즐거운 시간을 보내며, 추억을 만들고 서로의 우정을 깊게 하는 내용을 담고 있다.",우정,기쁨,transcript,,
p228,morfonica__189,morfonica,Sweet Cheers!,https://youtu.be/e8IQBZMVIGw,소중한 사람에게 전하는 따뜻한 사랑과 감사의 마음이 가득한 행복한 순간을 노래한다.,행복,감사,transcript,,
p229,poppin_party__477,poppin_party,ロミオとシンデレラ (Cover),https://youtu.be/AO5UM_1IIFQ,"이 곡은 사랑과 자유에 대한 열망을 표현하며, 금지된 사랑과 사회적 기대에 대한 좌절감을 담고 있다.",절망,욕망,transcript,,
p230,poppin_party__385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,https://youtu.be/PZlcgbhP8PY,이 곡은 미래를 바꾸고 싶어하는 두 사람이 함께 걸으며 어려움을 극복하고 자신의 꿈을 향해 달려가는 이야기이다.,희망,우정,transcript,,
p231,morfonica__203,morfonica,One step at a time,https://youtu.be/T_a1YLnxD50,자신을 믿고 한 걸음씩 나아가며 꿈과 희망을 향해 전진하는 용기와 성장의 이야기를 담고 있다.,희망,용기,transcript,,
p232,afterglow__033,afterglow,Butter-Fly,https://youtu.be/GlylV3xII5k,현실의 한계와 불확실성 속에서 꿈과 사랑을 향한 열망과 도전이 느껴지는 노래이다.,열망,불확실성,transcript,,
p233,afterglow__012,afterglow,Off we go.,https://youtu.be/bg2UuSTbyqk,"이 곡은 함께 음악을 만들며 꿈을 향해 나아가는 과정에서 느끼는 기쁨과 희망, 그리고 서로의 감정을 이해하고 지지하는 것의 중요성을 표현한다.",기쁨,희망,transcript,,
p234,poppin_party__466,poppin_party,心絵 (Cover),https://youtu.be/9FhNnX_qsV0,"이 곡은 지나간 시간과 현재의 자신, 그리고 미래에 대한 불안과 희망을 그리며, 잃어버린 것과 소중한 것을 찾는 여정을 통해 성장과 자기 발견의 서사를 전달합니다.",희망,그리움,transcript,,
p235,hello_happy_world__137,hello_happy_world,オレンジ,https://youtu.be/YtgT2EaDZ0A,"자신을 알아주지 못하는 외로움 속에서 사랑과 성장에 대한 갈망을 품지만, 그 과정에서 겪는 쓴맛과 눈물로 복잡한 슬픔을 드러낸다.",고독,희망,transcript,,
p236,mygo__270,mygo,無路矢,https://youtu.be/b3Rapr2kUTM,"주인공은 목적을 찾지 못한 채 방황하며 공허와 절망 속에서도 자신만의 힘을 갈구하고, 결국 누군가와의 울림을 통해 존재의 의미를 엿보는 여정을 그린다.",공허,연결,transcript,,
p237,roselia__647,roselia,This game (Cover),https://youtu.be/6zCxyy2HERM,이 곡은 역경과 고난을 극복하며 자신의 길을 찾아가는 과정에서의 자신감과 의지를 표현하고 있다.,승리,자유,transcript,,
p238,pastel_palettes__320,pastel_palettes,パッパレ☆人生！バーン万歳！,https://youtu.be/AqU8cxKLmN0,자신을 있는 그대로 받아들이고 어려움을 이겨내며 삶의 가치를 찬양하고 끊임없는 도전과 자부심을 격려한다.,희망,자신감,transcript,,
p239,hello_happy_world__122,hello_happy_world,ふわふわ☆ゆめいろサンドイッチ,https://youtu.be/pAB-NYhMXFc,환상적인 세계에서 행복과 즐거움을 느끼며 꿈꾸는 장면이 펼쳐진다.,행복,환상,transcript,,
p240,pastel_palettes__366,pastel_palettes,惑星ループ (Cover),https://youtu.be/myK79DvRm3o,"사랑하는 사람과의 만남을 갈망하며, 끊임없이 반복되는 일상과 감정 속에서 사랑의 존재를 느끼는 서사",그리움,사랑,transcript,,
p241,afterglow__063,afterglow,ドラマツルギー (Cover),https://youtu.be/wFqN8fUMosg,"이 곡은 어두운 분위기와 절망감을 담고 있으며, 주인공은 자신의 존재와 의미를 찾지 못하고 혼란스러워한다.",절망,혼란,transcript,,
p242,pastel_palettes__350,pastel_palettes,愛包ダンスホール (Cover),https://youtu.be/qvnhTZ8Tt6Y,"이 곡은 인간의 감정과 사랑을 다양한 이미지를 통해 표현하며, 일상의 소중함과 영원한 사랑을 추구하는 서사를 담고 있다.",사랑,자유,transcript,,
p243,pastel_palettes__342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,https://youtu.be/M4asKbF6F18,"이 곡은 자기 자신을 사랑하고 자유롭게 살아가는 삶의 기쁨과 행복을 표현하며, 자신을 사랑하고 자신을 위해 사는 것의 중요성을 강조한다.",행복,자유,transcript,,
p244,afterglow__036,afterglow,IGNITE GLOW,https://youtu.be/bU3kvmPZFBg,"이 곡은 강렬한 열정과 불멸의 의지로 가득 차 있으며, 현재의 순간을 열심히 살아가고자 하는 의지를 표현하고 있다.",열정,불멸,transcript,,
p245,hello_happy_world__153,hello_happy_world,シル・ヴ・プレジデント (Cover),https://youtu.be/pli3-yJjWJM,권력 욕망에 사로잡힌 화자는 복수와 파멸을 꿈꾸며 적들을 무자비하게 처단하려는 분노와 냉소를 드러낸다.,복수,분노,transcript,,
p246,mygo__281,mygo,過惰幻,https://youtu.be/aggmsIQMR4I,"주인공은 흐릿한 슬픔과 깨진 약속에 사로잡혀 떠날 수 없는 절망 속에서 자신을 잃어가며, 결국 사라지는 듯한 허무함을 마주한다.",절망,허무,transcript,,
p247,afterglow__064,afterglow,COLORS (Cover),https://youtu.be/nUw5V5zupYQ,"삶의 어려움과 불안감을 느끼지만, 주변의 따뜻한 말과 지원으로 인해 희망과 용기를 얻어 앞으로 나아가는 과정을 표현한다.",희망,불안감,transcript,,
p248,morfonica__235,morfonica,V.I.P (Cover),https://youtu.be/B4O27f5P8Dk,주인공은 갈망을 잡고 소리치는 세상에 뛰어들어 고통과 불안을 딛고 새로운 자신으로 다시 태어나려는 결심을 다진다.,희망,고뇌,transcript,,
p249,poppin_party__456,poppin_party,遠い音楽 ～ハートビート～,https://youtu.be/jTSPnt5kts0,과거의 기억과 감정을 되살려 사랑하는 사람과 함께 걸으며 잃어버린 감정과 추억을 되찾는 이야기,그리움,희망,transcript,,
p250,mygo__268,mygo,詩超絆,https://youtu.be/OenakjvUs24,"멀리 떨어진 세상 속에서 자신을 잃어버린 듯한 절망과 갈등을 겪지만, 사랑하는 이와의 소중한 연결을 포기하지 않으려는 간절한 갈망과 희망을 품는다.",절망,희망,transcript,,
p251,pastel_palettes__374,pastel_palettes,ノスタルジックレインフォール (Cover),https://youtu.be/i-jiHiL7G8s,"이 곡은 사랑에 대한 갈망과 설렘을 배경으로, 주인공이 자신의 감정을 깨닫고 표현하는 과정을 그린다.",설렘,사랑,transcript,,
p252,raise_a_suilen__520,raise_a_suilen,Don't be afraid!,https://youtu.be/Wv9HiA6ONbI,꿈과 희망을 좇는 젊은이의 열망과 도전을 통해 성장하고 싶은 욕망이 담긴 곡이다.,열망,도전,transcript,,
p253,roselia__602,roselia,廻廻奇譚,https://youtu.be/Upm95P9Wye0,"이 노래는 어둠과 고통에 둘러싸인 세계에서 자신의 정체성과 존재 이유를 찾아가는 과정에서의 불안과 저항, 그리고 궁극적으로는 자기 극복과 희망을 모색하는 여정을 그리고 있다.",불안,저항,transcript,,
p254,morfonica__212,morfonica,ビューティ・フォー,https://youtu.be/5kgdPWEUA7Q,"30대의 혼란과 외로움 속에서도 유일한 기적을 꿈꾸며, 이루지 못할 약속들을 안고도 아름다움을 향해 날아오르는 갈망과 희망을 담은 노래이다.",희망,고독,transcript,,
p255,poppin_party__394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,https://youtu.be/ZHrWJfxYKOQ,"이 곡은 꿈과 용기를 주제로 한 청춘의 이야기로, 미래에 대한 기대와 설렘, 그리고 자신의 진정한 목소리를 찾고자 하는 열망을 표현하고 있다.",설렘,용기,transcript,,
p256,hello_happy_world__136,hello_happy_world,全力少年,https://youtu.be/-YBcjF1R-Es,삶의 진흙 같은 고통과 외로움 속에서도 과거의 열정과 순수를 되찾아 새로운 빛으로 자신을 정화하려는 갈망을 담은 이야기다.,고독,희망,transcript,,
p257,poppin_party__375,poppin_party,Yes! BanG_Dream!,https://youtu.be/tBSpLDIqbHc,"이 노래는 밝고 활기찬 분위기에서 꿈과 사랑을 향한 열망과 설렘을 표현하며, 주인공은 자신의 마음을 열고 앞으로 나아가기 위해 용기를 내는 과정을 담고 있다.",설렘,용기,transcript,5,훌륭한 묘사.
p258,poppin_party__489,poppin_party,空色デイズ (Cover),https://youtu.be/Z42iAtQpMNs,이 곡은 과거의 후회와 현재의 다짐을 통해 앞으로 나아가는 성장과 희망의 이야기를 전한다.,희망,후회,transcript,,
p259,poppin_party__418,poppin_party,Home Street,https://youtu.be/_n8qGOBD0J8,"이 곡은 누군가와의 추억을 소중히 여기며, 그 사람과 함께 성장해 나가고 싶은 마음과 언제나 함께하고 싶다는 그리움을 표현하고 있다.",그리움,성장,transcript,,
p260,afterglow__048,afterglow,オレンジ (Cover),https://youtu.be/1xpUhlxXVfQ,"작별의 말도, 약속도 없이 다시 만날 수 있을지 모르는 채로, 오렌지 빛 지평선 아래서 웃고 울며 살아가는 젊은 날들을 회상하고 앞으로의 未来를 맞이한다.",희망,추억,transcript,,
p261,mygo__291,mygo,往欄印,https://youtu.be/ypcMuQhWdZA,깨지기 쉬운 방어를 허물고 불안한 경계 위에서 상대에게 다가가려는 갈망과 용기를 품은 여정이다.,불안,희망,transcript,,
p262,pastel_palettes__301,pastel_palettes,TITLE IDOL,https://youtu.be/DYcKUe6QYtQ,"이 곡은 꿈을 추구하고, 실패를 두려워하지 않으며, 함께하는 것의 중요성을 강조하는 메시지를 전달한다.",희망,용기,transcript,5,어울리는 묘사.
p263,afterglow__049,afterglow,カゲロウデイズ (Cover),https://youtu.be/f2UtT521XMs,어둠과 혼란이 가득한 여름의 날들 속에서 두 사람의 관계가 파국으로 치닫는 과정을 그린 노래이다.,어둠,혼란,transcript,,
p264,poppin_party__390,poppin_party,CiRCLING,https://youtu.be/Zj4qzqS--UY,"이 노래는 꿈과 희망을 공유하며 서로를 지지하고, 하나로 뭉쳐 세계를 긍정적으로 변화시키고자 하는 메시지를 전달한다.",희망,연결,transcript,,
p265,roselia__579,roselia,熱色スターマイン,https://youtu.be/DZNOUNsvWps,"이 곡은 희망과 연결의 중요성을 강조하며, 개인의 성장과 도전을 통해 더욱 강한 유대감을 형성해 나가는 서사를 그리고 있다.",희망,연결,transcript,,
p266,poppin_party__419,poppin_party,What's the POPIPA!?,https://youtu.be/pX8lWO_Jwv4,이 곡은 꿈과 희망을 향해 도전하며 자신의 미래를 개척해 나가는 과정에서의 설렘과 각오를 노래한다.,희망,도전,transcript,,
