query_id,category,text,keep
Q0056,band_specified,'poppin_party 노래로 밝고 즐거운 분위기로 가족과 함께 식사할 때 틀어줘.',
Q0057,band_specified,'hello_happy_world 노래 중에 감성적인 분위기로 감상을 해본다.',
Q0058,band_specified,'morfonica 노래로 무겁고 심오한 분위기로 틀어줘.',
Q0059,band_specified,'afterglow 노래 중에 밝고 활기찬 분위기로 틀어줘.',
Q0060,band_specified,'mugendai_mutype 노래로 신나고 에너지 넘치는 분위기로 일하기 좋을 때 틀어줘.',
Q0061,band_specified,'poppin_party 노래로 조용하고 편안한 분위기로 취침 시간에 틀어줘.',
Q0062,band_specified,'roselia 노래 중에 무겁고 추억스러운 분위기로 틀어줘.',
Q0063,band_specified,'mygo 노래로 신나고 에너지 넘치는 분위기로 일하기 좋을 때 틀어줘.',
Q0064,band_specified,- ave_mujica 노래 중에 진하게 감성에 잠기고 싶어.,
Q0065,band_specified,- hello_happy_world 노래로 격렬하게 운동할 때 틀어줘.,
Q0066,band_specified,- morfonica 노래로 신나게 파티할 때 틀어줘.,
Q0067,band_specified,- mugendai_mutype 노래 중에 무겁게 우울하지 않을 때 틀어줘.,
Q0068,band_specified,- mygo 노래로 조용히 영화 감상하고 싶어.,
Q0069,band_specified,- pastel_palettes 노래 중에 밝게 운동할 때 틀어줘.,
Q0070,band_specified,- raise_a_suilen 노래로 조용하게 생각할 때 틀어줘.,
Q0071,band_specified,- roselia 노래 중에 격렬하게 에너지에 맞춰줘.,
Q0072,band_specified,- roselia 노래로 진하게 감성에 잠기고 싶어.,
Q0073,band_specified,- afterglow 노래 중에 차분하게 공부할 때 틀어줘.,
Q0074,band_specified,- mugendai_mutype 노래 중에 신나게 노래하기 좋은 노래로 틀어줘.,
Q0075,band_specified,- poppin_party 노래 중에 차분하게 주말을 시작할 때 틀어줘.,
Q0076,band_specified,- ave_mujica 노래로 격렬하게 틀어줘.,
Q0077,band_specified,- pastel_palettes 노래로 조용히 감성에 잠기고 싶어.,
Q0078,band_specified,- mugendai_mutype 노래로 조용하게 공부할 때 틀어줘.,
Q0079,band_specified,- pastel_palettes 노래로 신나게 틀어줘.,
Q0080,band_specified,- mygo 노래로 감성적인 분위기로 틀어줘.,
Q0081,band_specified,- afterglow 노래로 조금 조용히 듣고 싶어.,
Q0082,band_specified,- ave_mujica 노래 중에 신나게 틀어줘.,
Q0083,band_specified,- hello_happy_world 노래로 즐거운 분위기로 하루 시작하고 싶어.,
Q0084,band_specified,- morfonica 노래 중에 격렬한 에너지를 느낄 수 있는 곡으로 틀어줘.,
Q0085,band_specified,- mugendai_mutype 노래로 차분하고 편안한 분위기로 듣고 싶어.,
Q0086,band_specified,- mygo 노래 중에 무거운 감정을 느끼게 해준 곡으로 들어줘.,
Q0087,band_specified,- pastel_palettes 노래로 조용히 듣고 싶은 날에 틀어줘.,
Q0088,band_specified,- poppin_party 노래로 재미있게 운동하면서 들어줄 곡으로 틀어줘.,
Q0089,band_specified,- raise_a_suilen 노래 중에 밝고 낯선 곳에서 듣기 좋은 곡으로 들어줘.,
Q0090,band_specified,- roselia 노래로 아름다운 분위기로 듣고 싶은 곡으로 틀어줘.,
Q0091,band_specified,- afterglow 노래 중에 감동적인 노래로 틀어줘.,
Q0092,band_specified,- ave_mujica 노래로 신나는 분위기로 밤을 지새우고 싶어.,
Q0093,band_specified,- hello_happy_world 노래로 환상적인 경험을 할 수 있는 곡으로 들어줘.,
Q0094,band_specified,- morfonica 노래로 진지하고 멋진 분위기로 듣고 싶어.,
Q0095,band_specified,- mugendai_mutype 노래 중에 평온하고 안정적인 분위기로 틀어줘.,
Q0096,band_specified,- mygo 노래로 감성적인 분위기로 듣고 싶은 곡으로 들어줘.,
Q0097,band_specified,- pastel_palettes 노래로 밝고 즐거운 분위기로 하루를 시작하고 싶어.,
Q0098,band_specified,- poppin_party 노래로 에너지 넘치는 분위기로 운동하면서 들어줄 곡으로 틀어줘.,
Q0099,band_specified,- raise_a_suilen 노래로 신나는 분위기로 춤추고 싶어.,
Q0100,band_specified,'afterglow' 노래로 조용한 분위기로 시작해줘.,
Q0101,band_specified,'afterglow' 노래 중에 신나게 틀어줘.,
Q0102,band_specified,'ave_mujica' 노래가 조용하고 감성적인 분위기야?,
Q0103,band_specified,'hello_happy_world' 노래로 격렬하게 운동하고 싶어.,
Q0104,band_specified,'hello_happy_world' 노래가 어때?,
Q0105,band_specified,'morfonica' 노래로 차분한 분위기라면 좋겠다.,
Q0106,band_specified,'mugendai_mutype' 노래가 왜 이렇게 신나고 재밌냐.,
Q0107,band_specified,'mugendai_mutype' 노래로 한 번 더 틀어줘.,
Q0108,band_specified,'mygo' 노래 중에 조용히 듣고 싶어.,
Q0109,band_specified,'mygo' 노래로 신나게 하루를 시작해!,
Q0110,band_specified,'pastel_palettes' 노래로 감성적인 분위기라면 좋겠다.,
Q0111,band_specified,'pastel_palettes' 노래 중에 격렬하게 틀어줘.,
Q0112,band_specified,'poppin_party' 노래로 신나게 틀어줘!,
Q0113,band_specified,'poppin_party' 노래로 운동하는 동안 들을 노래야!,
Q0114,band_specified,'raise_a_suilen' 노래로 감성적인 분위기야?,
Q0115,band_specified,'raise_a_suilen' 노래 중에 조용한 분위기로 틀어줘.,
Q0116,band_specified,'roselia' 노래로 진지한 분위기로 틀어줘!,
Q0117,band_specified,'roselia' 노래가 어때?,
Q0118,band_specified,- raise_a_suilen 노래 중에 차분하고 평온한 분위기로 틀어줘.,
Q0119,band_specified,- pastel_palettes 노래로 조용하고 이국적인 분위기로 틀어줘.,
Q0120,band_specified,- ave_mujica 노래로 감성적으로 고요한 분위기로 틀어줘.,
Q0121,band_specified,- poppin_party 노래로 활발하고 성장하는 분위기로 틀어줘.,
Q0122,band_specified,- pastel_palettes 노래 중에 고요하고 꿈같은 분위기로 틀어줘.,
Q0123,band_specified,- roselia 노래로 감성적으로 아름다운 분위기로 틀어줘.,
Q0124,band_specified,- poppin_party 노래로 신나고 활발하게 틀어줘.,
Q0125,intensity_brightness,"1. 더 밝은 노래로 채워줘, 너무 조용하지 말고.",
Q0126,intensity_brightness,"2. 완전 시끄러운 노래로 채워줘, 내 귀가 아파도 좋아.",
Q0127,intensity_brightness,"3. 약한 노래로 채워줘, 내가 감정이 풍부해지기 좋다.",
Q0128,intensity_brightness,"4. 미친듯이 강한 노래로 채워줘, 내 심장을 뛰게 해줘.",
Q0129,intensity_brightness,"5. 어둡고 무거운 노래로 채워줘, 내 감정에 맞게.",
Q0130,intensity_brightness,"6. 햇살이 가득한 노래로 채워줘, 내 기분을 밝게 해줘.",
Q0131,intensity_brightness,"7. 너무 조용한 노래로 채워줘, 내 귀를 위로해줘.",
Q0132,intensity_brightness,"8. 긍정적인 노래로 채워줘, 내 마음을 밝게 해줘.",
Q0133,intensity_brightness,"10. 밝고 긍정적인 노래로 채워줘, 내 기분을 밝게 해줘.",
Q0134,intensity_brightness,"13. 어둡고 긍정적인 노래로 채워줘, 내 감정에 맞게.",
Q0135,intensity_brightness,"18. 너무 어두운 노래로 채워줘, 내 감정에 맞게.",
Q0136,intensity_brightness,1. 조용하고 감정 없는 노래로 채워줘.,
Q0137,intensity_brightness,2. 폭발하는 텐션과 함께 시끄러운 노래로 채워줘.,
Q0138,intensity_brightness,3. 햇살과 함께 밝고สด러운 노래 듣고 싶어.,
Q0139,intensity_brightness,4. 어둡고 무거운 노래 듣고 싶어.,
Q0140,intensity_brightness,5. 음악이 너무 약해. 강한 노래로 채워줘.,
Q0141,intensity_brightness,6. 내게 힘이 되는 노래로 채워줘.,
Q0142,intensity_brightness,7. 밝고 명랑한 것처럼 노래 듣고 싶어.,
Q0143,intensity_brightness,"8. 너무 슬펐는데, 밝은 노래로 채워줘.",
Q0144,intensity_brightness,9. 완전 어둡고 침울한 노래로 채워줘.,
Q0145,intensity_brightness,10. 미친듯이 흥겹고 감동적인 노래로 채워줘.,
Q0146,intensity_brightness,11. 조용하고 평온한 노래로 채워줘.,
Q0147,intensity_brightness,12. 너무 약해. 더 강한 노래로 채워줘.,
Q0148,intensity_brightness,"14. 너무 어두우면, 밝은 노래로 채워줘.",
Q0149,intensity_brightness,15. 내게 힘이 되고 강한 노래로 채워줘.,
Q0150,intensity_brightness,16. 음악이 너무 밝아. 어두운 노래로 채워줘.,
Q0151,intensity_brightness,17. 시끄럽고 흥겹은 노래로 채워줘.,
Q0152,intensity_brightness,18. 조용하고 서정적인 노래로 채워줘.,
Q0153,intensity_brightness,19. 밝고 긍정적인 노래로 채워줘.,
Q0154,intensity_brightness,"20. 침울하고 어둡게 듣고 싶으면, 어둡게 채워줘.",
Q0155,intensity_brightness,- 너무 조용한 노래로 채워줘.,
Q0156,intensity_brightness,- 시끄러운 노래로 채워줘.,
Q0157,intensity_brightness,- 미친듯이 강한 노래로 채워줘.,
Q0158,intensity_brightness,- 햇살 가득한 것처럼 밝은 노래로 채워줘.,
Q0159,intensity_brightness,- 깊은 밤처럼 어둡고 무거운 노래로 채워줘.,
Q0160,intensity_brightness,- 너무 밝은 노래로 채워줘.,
Q0161,intensity_brightness,- 어둠을 깨고 밝은 노래로 채워줘.,
Q0162,intensity_brightness,- 기분 좋고 화끈한 노래로 채워줘.,
Q0163,intensity_brightness,- 슬퍼서 가슴이 아픈 노래로 채워줘.,
Q0164,intensity_brightness,- 너무 긍정적인 노래로 채워줘.,
Q0165,intensity_brightness,- 암울하고 우울한 노래로 채워줘.,
Q0166,intensity_brightness,- 힘들어하는 사람들을 위로하는 노래로 채워줘.,
Q0167,intensity_brightness,- 신나고 에너지 있는 노래로 채워줘.,
Q0168,intensity_brightness,- 평온하고 안정적인 노래로 채워줘.,
Q0169,intensity_brightness,- 무거운 가사를 담은 노래로 채워줘.,
Q0170,intensity_brightness,- 반짝이는 별처럼 빛나는 노래로 채워줘.,
Q0171,intensity_brightness,- 어두운 밤을 밝게 해주는 노래로 채워줘.,
Q0172,intensity_brightness,- 폭발적인 에너지로 채워줘.,
Q0173,intensity_brightness,2. 시끄러워도 좋고 무겁게 느껴지는 노래로 채워줘.,
Q0174,intensity_brightness,3. 밝은 노래로 채워 줘.,
Q0175,intensity_brightness,4. 어둡고 슬픈 노래로 채워 줘.,
Q0176,intensity_brightness,5. 약한 소리가 들리지 않게 시끄러운 노래로 채워 줘.,
Q0177,intensity_brightness,6. 완전 어둡고 무거운 노래로 채워 줘.,
Q0178,intensity_brightness,7. 밝은 기운이 있는 노래로 채워 줘.,
Q0179,intensity_brightness,8. 칠흑 같은 어둡고 슬픈 노래로 채워 줘.,
Q0180,intensity_brightness,9. 미치도록 시끄러운 노래로 채워 줘.,
Q0181,intensity_brightness,14. 시끄럽고 무거운 노래로 채워 줘.,
Q0182,intensity_brightness,17. 조용하고 슬픈 노래로 채워 줘.,
Q0183,intensity_brightness,- 조용하고 소소한 분위기의 노래로 채워줘.,
Q0184,intensity_brightness,- 내일같은 밝고 기대가되는 노래로 채워줘.,
Q0185,intensity_brightness,- 정말 시끄럽고 화끈한 노래로 채워줘.,
Q0186,intensity_brightness,- 어둡고 침울한 분위기의 노래 듣고 싶어.,
Q0187,intensity_brightness,- 가벼운 마음으로 웃고 싶은 노래로 채워줘.,
Q0188,intensity_brightness,- 무겁고 서글픈 노래 듣고 싶어.,
Q0189,intensity_brightness,- 밝은 햇살과 함께 가는 노래로 채워줘.,
Q0190,intensity_brightness,- 칠색조 같은 밝고 기뻐하는 노래로 채워줘.,
Q0191,intensity_brightness,- 조용하고 감성적인 노래로 채워줘.,
Q0192,intensity_brightness,- 강력하고 에너지 넘치는 노래로 채워줘.,
Q0193,intensity_brightness,- 어둡고 무거운 노래로 채워줘.,
Q0194,intensity_brightness,- 가볍고 즐거운 노래로 채워줘.,
Q0195,intensity_brightness,- 밝고 상쾌한 노래로 채워줘.,
Q0196,intensity_brightness,1. 너무 조용하고 편한 노래로 채워줘.,
Q0197,intensity_brightness,"2. 시끄러워요, 더 강력하고刺激적인 노래로 채워줘.",
Q0198,intensity_brightness,4. 칠흑같이 어둡고 무거운 노래로 채워줘.,
Q0199,intensity_brightness,5. 너무 약한 노래가 아니고 강한 노래로 채워줘.,
Q0200,intensity_brightness,7. 깔끔하고 깊음 없는 노래로 채워줘.,
Q0201,intensity_brightness,8. 정말 시끄럽고 에너지 넘치는 노래로 채워줘.,
Q0202,intensity_brightness,9. 너무 어둡고 우울한 노래가 아니고 밝은 노래로 채워줘.,
Q0203,intensity_brightness,10. 조용하고 편한 분위기에서 노래를 들을 수 있게 해줘.,
Q0204,intensity_brightness,11. 더 밝고 명랑한 노래로 채워줘.,
Q0205,intensity_brightness,12. 정말 무거운 감정의 노래가 아니고 가벼운 노래로 채워줘.,
Q0206,intensity_brightness,13. 시끄럽고 에너지 넘치는 분위기로 노래를 채워줘.,
Q0207,intensity_brightness,15. 칠흑같이 어둡고 무거운 분위기에서 노래를 채워줘.,
Q0208,intensity_brightness,17. 밝고 긍정적인 분위기로 노래를 채워줘.,
Q0209,intensity_brightness,19. 조용하고 편안한 분위기로 노래를 채워줘.,
Q0210,intensity_brightness,20. 더 밝고 밝고 긍정적인 노래로 채워줘.,
Q0211,intensity_brightness,- 조용하고 가슴에 힘을 실어주는 노래로 채워줘.,
Q0212,intensity_brightness,- 밝은 기분을 북돋아주는 노래 듣고 싶어.,
Q0213,intensity_brightness,- 어둡고 슬픈 노래 듣고 싶어.,
Q0214,intensity_brightness,- 약한 목소리와 가벼운 리듬으로 채워줘.,
Q0215,intensity_brightness,- 강한 베이스 라인과 에너지 넘치는 노래로 채워줘.,
Q0216,intensity_brightness,- 햇살 가득한 것처럼 밝은 노래 듣고 싶어.,
Q0217,intensity_brightness,- 칠흑같이 어둡고 무거운 노래 듣고 싶어.,
Q0218,intensity_brightness,- 달콤한 멜로디와 가벼운 노래로 채워줘.,
Q0219,intensity_brightness,- 시원하고 쾌활한 노래로 채워줘.,
Q0220,intensity_brightness,- 가슴이 뛰는 노래로 채워줘.,
Q0221,intensity_brightness,- 무거운 분위기와 강한 리듬으로 채워줘.,
Q0222,intensity_brightness,- 밝고สด러운 노래로 채워줘.,
Q0223,intensity_brightness,- 슬픈 이별 노래로 채워줘.,
Q0224,intensity_brightness,- 파워풀한 베이스 라인과 강렬한 노래로 채워줘.,
Q0225,intensity_brightness,- 부드러운 멜로디와 조용한 노래로 채워줘.,
Q0226,intensity_brightness,- 밝은 기분을 북돋아주는 노래로 채워줘.,
Q0227,intensity_brightness,1. 너무 밝고 에너지 넘치는 노래로 채워줘.,
Q0228,intensity_brightness,2. 완전 조용하고 감동적인 노래로만 채워줘.,
Q0229,intensity_brightness,3. 어둡고 추운 느낌의 노래만 듣고 싶어.,
Q0230,intensity_brightness,4. 하늘과 바다에 비를 내려도 좋을만큼 무거운 노래로 채워줘.,
Q0231,intensity_brightness,5. 미친듯이 시끄러운 노래로 채워줘.,
Q0232,intensity_brightness,6. 햇살이 밝은 느낌의 노래로만 채워줘.,
Q0233,intensity_brightness,7. 너무 약한 노래로 채워줘.,
Q0234,intensity_brightness,8. 이세계로 빠져들 것 같은 노래로 채워줘.,
Q0235,intensity_brightness,9. 내일이 밝혀질 것 같은 기대감이 들 정도로 밝은 노래로 채워줘.,
Q0236,intensity_brightness,10. 하늘을 찌를 것 같은 노래로 채워줘.,
Q0237,intensity_brightness,11. 너무 어둡고 무거운 노래로 채워줘.,
Q0238,intensity_brightness,12. 가슴이 멍청해질 것 같은 노래로 채워줘.,
Q0239,intensity_brightness,14. 시원한 산산에 비추는 햇살처럼 밝은 노래로 채워줘.,
Q0240,intensity_brightness,15. 내게 필요한 노래를 추천해줘.,
Q0241,intensity_brightness,16. 너무 밝고 밝은 노래로 채워줘.,
Q0242,intensity_brightness,17. 내 주변을 어둡게 하는 노래로 채워줘.,
Q0243,intensity_brightness,18. 너무 시끄러운 노래로 채워줘.,
Q0244,intensity_brightness,19. 하늘에서 내게 내려오는 비처럼 감동적인 노래로 채워줘.,
Q0245,intensity_brightness,20. 너무 무거운 노래로 채워줘.,
Q0246,intensity_brightness,1. 조용하고 마음에 드는 노래로 채워줘.,
Q0247,intensity_brightness,2. 시끄러운 음악으로 채워줘.,
Q0248,intensity_brightness,3. 밝은 노래로 마음을 풀어줘.,
Q0249,intensity_brightness,4. 어둡고 무거운 노래로 감정을 표현해줘.,
Q0250,intensity_brightness,5. 힘이 나는 노래로 채워줘.,
Q0251,intensity_brightness,6. 밝은 감정으로 가득 찬 노래로 채워줘.,
Q0252,intensity_brightness,7. 힘 빠진 노래로 채워줘.,
Q0253,intensity_brightness,8. 미치도록 빠른 tempo의 노래로 채워줘.,
Q0254,intensity_brightness,9. 편안하고 감성적인 노래로 채워줘.,
Q0255,intensity_brightness,10. 불타는 에너지로 가득 찬 노래로 채워줘.,
Q0256,intensity_brightness,12. 강렬한 비트로 가득 찬 노래로 채워줘.,
Q0257,intensity_brightness,14. 어둡고 무거운 감정으로 가득 찬 노래로 채워줘.,
Q0258,intensity_brightness,15. 힘을 북돋우는 노래로 채워줘.,
Q0259,intensity_brightness,16. 밝은 계절 같은 노래로 채워줘.,
Q0260,intensity_brightness,18. 빠르게 가득 찬 노래로 채워줘.,
Q0261,intensity_brightness,20. 무게가 느껴지는 노래로 채워줘.,
Q0262,intensity_brightness,1. 약한 노래로 채워줘.,
Q0263,intensity_brightness,3. 햇살가득한 노래로 채워줘.,
Q0264,intensity_brightness,5. 행복한 노래로 채워줘.,
Q0265,intensity_brightness,6. 무거운 분위기의 노래로 채워줘.,
Q0266,intensity_brightness,7. 밝은 기분 좋은 노래로 채워줘.,
Q0267,intensity_brightness,8. 우울한 노래로 채워줘.,
Q0268,intensity_brightness,9. 신나는 노래로 채워줘.,
Q0269,intensity_brightness,12. 열정적인 노래로 채워줘.,
Q0270,situational_functional,1. 아침 운동할 때 듣는 곡,
Q0271,situational_functional,2. 공부 방에 배경 음악으로 틀어놓을 노래,
Q0272,situational_functional,3. 비 오는 날 집에서 보라카이 생각하면서 듣는 노래,
Q0273,situational_functional,4. 친구 생일 파티에서 틀어줄 노래,
Q0274,situational_functional,5. 침실에서 잠들기 전에 듣는 음악,
Q0275,situational_functional,6. 집에서 공부하다가 식사 시간에 듣는 노래,
Q0276,situational_functional,7. 드라이브할 때 듣는 노래,
Q0277,situational_functional,8. 친구집에서 카페인 물어받고 공부할 때 듣는 음악,
Q0278,situational_functional,9. 집에서 오락실 같은 분위기로 틀어놓을 노래,
Q0279,situational_functional,10. 아침 일어나서 커피마시며 듣는 노래,
Q0280,situational_functional,11. 친구 생일 파티에서 노래 한 곡 틀고 춤추는 노래,
Q0281,situational_functional,12. 집에서 공부하다가 피곤할 때 듣는 음악,
Q0282,situational_functional,13. 비행기에서 자고 싶지 않아 듣는 노래,
Q0283,situational_functional,14. 집에서 운동할 때 듣는 노래,
Q0284,situational_functional,15. 집에서 여유롭게 듣는 음악,
Q0285,situational_functional,16. 비 오는 날 집에서 우울할 때 듣는 노래,
Q0286,situational_functional,17. 친구 생일 파티에서 가수와 함께 춤추는 노래,
Q0287,situational_functional,18. 집에서 공부하다가 재미있게 듣는 노래,
Q0288,situational_functional,19. 친구 생일 파티에서 기분 좋을 때 듣는 노래,
Q0289,situational_functional,20. 집에서 자주 들었던 노래 다시 듣기,
Q0290,situational_functional,운동할 때 들어야 하는 노래.,
Q0291,situational_functional,자연스럽게 배경으로流れる 노래 찾기.,
Q0292,situational_functional,오랜만에 집에 돌아오는 느낌의 노래.,
Q0293,situational_functional,여행의 시작을 알리는 노래.,
Q0294,situational_functional,집에서 공부하는 시간 배경으로 들을 노래.,
Q0295,situational_functional,친구들과 함께 파티할 때 틀어야 할 노래.,
Q0296,situational_functional,아침에 일어나서 기분 좋게 시작하는 노래.,
Q0297,situational_functional,정말 슬픈 날에 들어야 할 노래.,
Q0298,situational_functional,하루를 마무리하는 시간 배경으로 들을 노래.,
Q0299,situational_functional,자신감이 넘치는 음악 찾기.,
Q0300,situational_functional,집에서 혼자서 듣기 좋은 노래.,
Q0301,situational_functional,새벽에 깨어나서 동네를 산책할 때 들을 노래.,
Q0302,situational_functional,가족과 함께 집에서 식사하는 배경 음악 찾기.,
Q0303,situational_functional,자신의 마음에 맞는 음악 찾기.,
Q0304,situational_functional,여행의 추억으로 남을 노래 찾기.,
Q0305,situational_functional,주말에 가족과 함께 여행할 때 듣기 좋은 노래.,
Q0306,situational_functional,자연에서 느낄 수 있는 감동의 음악 찾기.,
Q0307,situational_functional,밤에 따뜻한 차를 마시면서 듣기 좋은 노래.,
Q0308,situational_functional,여행에서 느껴지는 자유의 느낌의 노래 찾기.,
Q0309,situational_functional,운동할때 들을 노래,
Q0310,situational_functional,아침에 일어나서 운동할 때 들어가는 노래,
Q0311,situational_functional,오후 5시에 축구할 때 틀어야 하는 노래,
Q0312,situational_functional,독서할 때 배경으로 들어가는 노래,
Q0313,situational_functional,친구 생일파티에서 틀어야 하는 노래,
Q0314,situational_functional,정말 슬플 때 들어야 하는 노래,
Q0315,situational_functional,휴식을 취할 때 들어야 하는 노래,
Q0316,situational_functional,하루 종일 집에서 일할 때 들어야 하는 노래,
Q0317,situational_functional,친구와의 자전거 타기에서 틀어야 하는 노래,
Q0318,situational_functional,자신감을 북돋우기 위한 노래,
Q0319,situational_functional,친구들과의 데이트에서 틀어야 하는 노래,
Q0320,situational_functional,아침에 일어나서 일할 때 들어야 하는 노래,
Q0321,situational_functional,집에서 공부할 때 배경으로 들어야 하는 노래,
Q0322,situational_functional,주말에 여행을 가서 틀어야 하는 노래,
Q0323,situational_functional,여행 중에 틀어야 하는 노래,
Q0324,situational_functional,오전 9시에 학교에 가서 틀어야 하는 노래,
Q0325,situational_functional,운동할 때 듣는 노래,
Q0326,situational_functional,책 읽을 때 배경으로 들을 노래,
Q0327,situational_functional,잠들기 전 조용히 듣는 노래,
Q0328,situational_functional,스포츠 경기 시청할 때 듣는 음악,
Q0329,situational_functional,친구와 드라이브 할 때 듣는 노래,
Q0330,situational_functional,수영하는 동안 듣는 노래,
Q0331,situational_functional,공부할 때 집중할 수 있는 노래,
Q0332,situational_functional,자연 속에서 산책할 때 듣는 음악,
Q0333,situational_functional,식사할 때 들을 노래,
Q0334,situational_functional,친구와 영화 xem할 때 듣는 음악,
Q0335,situational_functional,운동 후 휴식할 때 듣는 노래,
Q0336,situational_functional,주말에 가족과 함께 보내는 날의 노래,
Q0337,situational_functional,여행할 때 듣는 음악,
Q0338,situational_functional,감정적으로 힘들 때 듣는 노래,
Q0339,situational_functional,친구와 게임할 때 듣는 노래,
Q0340,situational_functional,아침에 일어나서 하는 운동할 때 듣는 노래,
Q0341,situational_functional,점심에 듣는 노래,
Q0342,situational_functional,저녁에 가족과 함께하는 시간의 노래,
Q0343,situational_functional,1. 아침 식사 후에 듣는 노래.,
Q0344,situational_functional,2. 비눗방울 물놀이 할 때 들을 노래.,
Q0345,situational_functional,3. 친구들과 축구 하러 갈 때 들을 음악.,
Q0346,situational_functional,4. 집에서 공부할 때 배경으로 틀어놓을 노래.,
Q0347,situational_functional,5. 주말에 드라이브 할 때 들을 노래.,
Q0348,situational_functional,6. 운동할 때 고반복으로 들어야 하는 노래.,
